STATION,DATE,DPNP,TPCP
43578,200009,0.27,0.78
43578,200010,-9999,3.12
43578,200011,-4.77,1.72
43578,200012,-5.85,1.27
43578,200101,-2.43,6.53
43578,200102,2.99,9.26
43578,200103,-3.44,2.16
43578,200104,-1.44,0.85
43578,200105,-0.51,0
43578,200106,0.63,0.83
43578,200107,-0.09,0
43578,200108,-0.12,0
43578,200109,-0.38,0.13
43578,200110,-0.49,1.87
43578,200111,4.17,10.66
43578,200112,7.61,14.73
43578,200201,-2.83,5.82
43578,200202,-5.37,2.27
43578,200203,-2.27,3.88
43578,200204,-1.61,0.64
43578,200205,-0.44,0.59
43578,200206,-0.25,0
43578,200207,-0.08,0
43578,200208,-0.11,0
43578,200209,-0.52,0
43578,200210,-1.93,0.08
43578,200211,-2.34,3.51
43578,200212,13.38,19.67
43578,200301,-1.89,6.76
43578,200302,-5.09,2.55
43578,200303,-3.62,2.53
43578,200304,3.34,5.59
43578,200305,0.12,1.15
43578,200306,-0.25,0
43578,200307,-0.08,0
43578,200308,-0.11,0
43578,200309,-0.37,0.15
43578,200310,-2.01,0
43578,200311,-2.35,3.5
43578,200312,-9999,15.6
43578,200401,-2.35,6.3
43578,200402,3.64,11.28
43578,200403,-4.49,1.66
43578,200404,-9999,1.08
43578,200405,-1.02,0.01
43578,200406,-0.25,0
43578,200407,-0.06,0.02
43578,200408,-0.09,0.02
43578,200409,-9999,0.08
43578,200410,2.17,4.18
43578,200411,-3.12,2.73
43578,200412,4.57,10.86
43578,200501,-2.35,6.3
43578,200502,-9999,4.55
43578,200503,1.93,8.08
43578,200504,0.04,2.29
43578,200505,-9999,5.45
43578,200506,0.78,1.03
43578,200507,-0.08,0
43578,200508,-0.1,0.01
43578,200509,-0.52,0
43578,200510,0.16,2.17
43578,200511,-1.73,4.12
43578,200512,14.74,21.03
43578,200601,-0.68,7.97
43578,200602,-2.75,4.89
43578,200603,5.38,11.53
43578,200604,5.84,8.09
43578,200605,-0.54,0.49
43578,200606,-0.25,0
43578,200607,-0.08,0
43578,200608,-0.11,0
43578,200609,-0.52,0
43578,200610,-1.45,0.56
43578,200611,-0.38,5.47
43578,200612,1.79,8.08
43578,200701,-8.17,0.48
43578,200702,2.94,10.58
43578,200703,-6.08,0.07
43578,200704,0.62,2.87
43578,200705,-0.47,0.56
43578,200706,-0.25,0
43578,200707,0.01,0.09
43578,200708,-0.11,0
43578,200709,-0.51,0.01
43578,200710,1.66,3.67
43578,200711,-4.91,0.94
43578,200712,1.74,8.03
43578,200801,5.39,14.04
43578,200802,-1.65,5.99
43578,200803,-5.79,0.36
43578,200804,-1.89,0.36
43578,200805,-1.02,0.01
43578,200806,-0.25,0
43578,200807,-0.08,0
43578,200808,-0.11,0
43578,200809,-0.47,0.05
43578,200810,-0.92,1.09
43578,200811,-2.34,3.51
43578,200812,-1.69,4.6
43578,200901,-7.88,0.77
43578,200902,3.75,11.39
43578,200903,-3.13,3.02
43578,200904,-1.77,0.48
43578,200905,2.33,3.36
43578,200906,-0.25,0
43578,200907,-0.08,0
43578,200908,-0.11,0
43578,200909,-0.34,0.18
43578,200910,2.84,4.85
43578,200911,-4.48,1.37
43578,200912,-2.09,4.2
43578,201001,5.54,14.19
43578,201002,-0.69,6.95
43578,201003,-1.83,4.32
43578,201004,4.33,6.58
43578,201005,1.36,2.39
43578,201006,-0.18,0.07
43578,201007,-0.08,0
43578,201008,-0.11,0
43578,201009,-0.44,0.08
43578,201010,6.69,8.7
43578,201011,-1.75,4.1
43578,201012,5.76,12.05
43578,201101,-6.16,2.49
43578,201102,-1.19,6.45
43578,201103,4.42,10.57
43578,201104,-1.54,0.71
43578,201105,1.68,2.71
43578,201106,1.65,1.9
43578,201107,-0.08,0
43578,201108,-0.1,0.01
43578,201109,-0.48,0.04
43578,201110,0.08,2.09
43578,201111,-2.61,3.24
43578,201112,-6.1,0.19
43578,201201,-9999,8.16
43578,201202,-9999,2.29
43578,201203,-9999,9.77
43578,201204,-9999,2.85
43578,201205,-9999,0.24
43578,201206,-9999,0.02
43578,201207,-9999,0.02
43578,201208,-9999,0
43578,201209,-9999,0
43578,201210,-9999,1.65
43578,201211,-9999,10.52
43578,201212,-9999,14.11
43578,201301,-7.35,1.02
43578,201302,-7.35,0.41
43578,201303,-3.82,1.95
43578,201304,0.87,3.3
43578,201305,-0.63,0.75
43578,201306,2.02,2.33
43578,201307,-0.01,0
43578,201308,-0.08,0
43578,201309,0.15,0.48
43578,201310,-2.19,0
43578,201311,-3.55,1.84
43578,201312,-7.72,0.55
43578,201401,-8.26,0.11
43578,201402,4.44,12.2
43578,201403,-1.77,4
43578,201404,0.44,2.87
43578,201405,-1.36,0.02
43578,201406,-0.3,0
43578,201407,-0.01,0
43578,201408,-0.01,0.07
43578,201409,0.71,1.04
43578,201410,-1.02,1.17
43578,201411,-0.3,5.09
43578,201412,7.29,15.56
43578,201501,-8.22,0.15
43578,201502,-3.63,4.13
43578,201503,-5.61,0.16
43578,201504,-0.84,1.59
43578,201505,-9999,0
43578,201506,-0.18,0.12
43578,201507,0.01,0.02
43578,201508,-0.02,0.06
43578,201509,0.38,0.71
43578,201510,-2.16,0.03
43578,201511,-3.99,1.4
43614,200001,16.46,20.6
43614,200002,8.31,11.8
43614,200003,6.25,8.2
43614,200004,2.02,3.17
43614,200005,1.38,2.2
43614,200006,-0.07,0.4
43614,200007,0.83,1
43614,200008,-0.31,0
43614,200009,-0.51,0.01
43614,200010,1.29,2.77
43614,200011,-9999,1.94
43614,200012,-9999,1.3
43614,200101,-0.85,3.29
43614,200102,-9999,3.42
43614,200103,0.15,2.1
43614,200104,0.15,1.3
43614,200105,-0.78,0.04
43614,200106,-0.42,0.05
43614,200107,1.77,1.94
43614,200108,-0.31,0
43614,200109,0.8,1.32
43614,200110,0.92,2.4
43614,200111,-9999,3.39
43614,200112,-2.65,1.57
43614,200201,-9999,5.83
43614,200202,-2.66,1.62
43614,200203,-2.11,0.54
43614,200204,0.37,1.73
43614,200205,-0.71,0.24
43614,200206,-0.27,0.13
43614,200207,-9999,0.6
43614,200208,-0.27,0
43614,200209,-0.47,0.05
43614,200210,-1.44,0
43614,200211,-0.44,3.35
43614,200212,-9999,8.4
43614,200301,-0.32,4.47
43614,200302,-0.68,3.6
43614,200303,-9999,1.94
43614,200304,-0.14,1.22
43614,200306,-0.37,0.03
43614,200307,0.77,1.1
43614,200308,0.28,0.55
43614,200311,-1.83,1.96
43614,200312,-0.84,2.99
43614,200401,-9999,3
43614,200402,1.21,5.49
43614,200403,-1.85,0.8
43614,200404,-1.14,0.22
43614,200405,-0.32,0.63
43614,200406,-0.2,0.2
43614,200407,-0.32,0.01
43614,200408,-0.19,0.08
43614,200409,-0.32,0.2
43614,200410,1.42,2.86
43614,200411,-1.43,2.36
43614,200412,-9999,1.73
43614,200501,-9999,3.48
43614,200502,-3.53,0.75
43614,200503,2.38,5.03
43614,200504,3.46,4.82
43614,200505,3.48,4.43
43614,200506,1.72,2.12
43614,200507,-0.33,0
43614,200508,-0.27,0
43614,200509,-0.48,0.04
43614,200510,-0.87,0.57
43614,200511,-9999,5.96
43614,200512,-9999,9.95
43614,200601,-9999,6.84
43614,200602,-9999,3.13
43614,200603,-9999,2.57
43614,200604,-1.31,0.05
43614,200605,-9999,0
43614,200606,-0.4,0
43614,200607,0.22,0.55
43614,200608,-0.22,0.05
43614,200609,-0.52,0
43614,200610,-1.44,0
43614,200612,-9999,6.87
43614,200706,1.12,1.52
43614,200712,-9999,2.53
43614,200801,-9999,2.36
43614,200803,-1.92,0.73
43614,200804,-0.56,0.8
43614,200805,0.46,1.41
43621,200001,4.66,11.95
43621,200002,8.21,14.2
43621,200003,-3.11,2.51
43621,200004,0.75,3.25
43621,200005,-0.18,1.18
43621,200006,-9999,0.22
43621,200007,-0.23,0
43621,200008,-0.47,0
43621,200009,-0.63,0.29
43621,200010,0.25,2.9
43621,200011,-4.58,1.33
43621,200012,-4.72,1.48
43621,200101,-9999,2.58
43621,200102,1.7,7.69
43621,200103,-2.63,2.99
43621,200104,-0.84,1.66
43621,200105,-1.36,0
43621,200106,-0.47,0.33
43621,200107,-0.2,0.03
43621,200108,-0.47,0
43621,200110,-1.24,1.41
43621,200111,2.41,8.32
43621,200201,-1.04,5.87
43621,200202,-4.63,2.39
43621,200203,-1.84,4.34
43621,200204,-1.22,1.43
43621,200205,-0.74,0.97
43621,200206,-0.79,0
43621,200207,-0.21,0.08
43621,200209,-0.99,0
43621,200210,-2.26,0.03
43621,200211,1.01,6.08
43621,200212,9.99,15.52
43621,200301,-2.84,4.07
43621,200302,-4.85,2.17
43621,200303,-1.08,5.1
43621,200304,5.38,8.03
43621,200305,-0.04,1.67
43621,200306,-0.52,0.27
43621,200307,-0.24,0.05
43621,200308,1.1,1.4
43621,200309,-0.98,0.01
43621,200310,-2.29,0
43621,200311,-3.65,1.42
43621,200312,5.72,11.25
43621,200401,-2.99,3.92
43621,200402,6.15,13.17
43621,200403,-4.98,1.2
43621,200404,-1.76,0.89
43621,200405,-0.76,0.95
43621,200406,-0.66,0.13
43621,200407,0.07,0.36
43621,200408,-0.3,0
43621,200409,-0.47,0.52
43621,200410,3.8,6.09
43621,200411,-2.7,2.37
43621,200501,-3.25,3.66
43621,200502,-3.06,3.96
43621,200503,1.13,7.31
43621,200504,-0.19,2.46
43621,200505,2.9,4.61
43621,200507,-0.29,0
43621,200509,-0.17,0.82
43621,200510,-1.41,0.88
43621,200710,-0.37,1.92
43621,200711,-4.35,0.72
43621,200712,-1.57,3.96
43621,200801,4.14,11.05
43621,200802,-1.9,5.12
43621,200803,-5.11,1.07
43621,200804,-2.21,0.44
43621,200805,-0.76,0.95
43647,200001,-9999,12.06
43647,200002,-9999,11.69
43647,200003,-9999,3.24
43647,200004,-9999,3.45
43647,200005,-9999,2
43647,200006,-9999,0.67
43647,200007,-9999,0
43647,200008,-9999,0
43647,200009,-9999,0.38
43647,200010,-9999,4.45
43647,200011,-9999,4.31
43647,200012,-9999,3.15
43647,200101,-9999,6.3
43647,200102,-9999,8.33
43647,200103,-9999,4.34
43647,200104,-9999,3.61
43647,200105,-9999,0.42
43647,200106,-9999,1.01
43647,200107,-9999,0.08
43647,200108,-9999,0.13
43647,200109,-9999,0.16
43647,200201,-1.07,7.81
43647,200202,-2.71,5.71
43647,200203,-3.67,4.84
43647,200204,-1.5,2.57
43647,200205,-0.57,1.64
43647,200206,-0.6,0.04
43647,200209,-0.93,0.06
43647,200210,-3.06,0
43647,200211,-1.59,5.85
43647,200212,19.32,28.66
43647,200301,-2.96,5.92
43647,200302,-3.75,4.67
43647,200303,-0.26,8.25
43647,200304,9.49,13.56
43647,200305,-0.07,2.14
43647,200306,-0.57,0.07
43647,200307,-0.09,0.02
43647,200308,-0.22,0.21
43647,200309,-0.21,0.78
43647,200310,-2.88,0.18
43647,200311,-0.98,6.46
43647,200312,6.69,16.03
43647,200401,-0.7,8.18
43647,200402,6.34,14.76
43647,200403,-6.11,2.4
43647,200404,-2.08,1.99
43647,200405,-0.48,1.73
43647,200406,-0.59,0.05
43647,200408,-0.14,0.29
43647,200409,-0.7,0.29
43647,200410,4.25,7.31
43647,200411,-5.8,1.64
43647,200502,-7.04,1.38
43647,200503,-9999,8.17
43647,200504,5.24,9.31
43647,200505,4.05,6.26
43647,200506,2.68,3.32
43647,200507,-0.09,0.02
43647,200508,-0.43,0
43647,200509,-0.97,0.02
43647,200601,3.06,11.94
43647,200602,-0.91,7.51
43647,200603,6.95,15.46
43647,200604,2,6.07
43647,200605,-0.11,2.1
43647,200606,-0.23,0.41
43647,200607,-0.11,0
43647,200610,-2.64,0.42
43647,200611,1.73,9.17
43647,200612,0.8,10.14
43647,200701,-7.12,1.76
43647,200702,6.34,14.76
43647,200703,-5.33,3.18
43647,200704,-9999,4.76
43647,200705,-1.63,0.58
43647,200706,-0.33,0.31
43647,200707,1.02,1.13
43647,200708,-0.43,0
43647,200709,-0.86,0.13
43647,200710,2.37,5.43
43647,200711,-4.87,2.57
43647,200712,1.92,11.26
43647,200801,6.67,15.55
43647,200802,-2.45,5.97
43647,200803,-4.86,3.65
43647,200804,-0.58,3.49
43647,200805,-1.99,0.22
43647,200806,-0.38,0.26
43647,200807,-0.05,0.06
43647,200808,-0.19,0.24
43647,200809,-0.92,0.07
43647,200810,-1.27,1.79
43647,200811,-0.29,7.15
43647,200812,-9999,7.12
43647,200901,-9999,3.07
43647,200902,0.95,9.37
43647,200903,-2.47,6.04
43647,200904,-2.66,1.41
43647,200905,0.91,3.12
43647,200906,-0.52,0.12
43647,200907,-0.11,0
43647,200908,-0.38,0.05
43647,200909,-0.99,0
43647,200910,1.59,4.65
43647,200911,-2.23,5.21
43647,200912,-4.26,5.08
43647,201001,6.35,15.23
43647,201002,-0.33,8.09
43647,201003,-2.89,5.62
43647,201004,5.89,9.96
43647,201005,1.41,3.62
43647,201006,0.64,1.28
43647,201007,-0.11,0
43647,201008,-0.34,0.09
43669,200007,-9999,0
43669,200008,-9999,0.05
43669,200009,-9999,0.6
43669,200010,-9999,4.24
43669,200011,-9999,0.93
43669,200012,-9999,0.78
43669,200101,-9999,7.38
43669,200102,-9999,7.53
43669,200103,-9999,3.62
43669,200104,-9999,4.67
43669,200105,-9999,0
43669,200106,-9999,0.06
43669,200107,-9999,0
43669,200108,-9999,0
43669,200109,-9999,0.68
43669,200110,-9999,1.38
43669,200111,-9999,5.84
43669,200112,-9999,9.64
43669,200201,-9999,2.85
43669,200202,-9999,2.21
43669,200203,-9999,6.96
43669,200204,-9999,1.11
43669,200205,-9999,1.05
43669,200206,-9999,0
43669,200207,-9999,0
43669,200208,-9999,0
43669,200209,-9999,0.04
43669,200210,-9999,0
43669,200211,-9999,5.36
43669,200212,-9999,11.07
43669,200301,-9999,0.91
43669,200302,-9999,3.13
43669,200303,-9999,3.03
43669,200304,-9999,7.97
43669,200305,-9999,3.02
43669,200306,-9999,0
43669,200307,-9999,0.02
43669,200308,-9999,1.5
43669,200309,-9999,0
43669,200310,-9999,0
43669,200311,-9999,3.16
43669,200312,-9999,9.96
43669,200401,-9999,4.04
43669,200402,-9999,6.95
43669,200403,-9999,1.53
43669,200404,-9999,0.06
43669,200405,-9999,0.57
43669,200406,-9999,0
43669,200407,-9999,0
43669,200408,-9999,0
43669,200409,-9999,0.12
43669,200410,-9999,8.3
43669,200411,-9999,3.03
43669,200412,-9999,8.08
43669,200501,-9999,13.16
43669,200502,-9999,5.6
43669,200503,-9999,9.16
43669,200504,-9999,2
43669,200505,-9999,5.12
43669,200506,-9999,0.38
43669,200507,-9999,0
43669,200508,-9999,0.1
43669,200509,-9999,1.06
43669,200510,-9999,1.16
43669,200511,-9999,1.14
43669,200512,-9999,12.52
43669,200601,-9999,8.27
43669,200602,-9999,3.37
43669,200603,-9999,10.75
43669,200604,-9999,8.18
43669,200605,-9999,2.82
43669,200606,-9999,0.01
43669,200607,-9999,0
43669,200608,-9999,0
43669,200609,-9999,0.01
43669,200610,-9999,0.82
43669,200611,-9999,2.37
43669,200612,-9999,6.54
43669,200701,-9999,2.16
43669,200702,-9999,9.95
43669,200703,-9999,1.4
43669,200704,-9999,2.32
43669,200705,-9999,0.73
43669,200706,-9999,0
43669,200707,-9999,0.04
43669,200708,-9999,0.01
43669,200709,-9999,0.25
43669,200710,-9999,0.83
43669,200711,-9999,0.69
43669,200712,-9999,5.73
43669,200801,-9999,14.08
43669,200802,-9999,7.43
43669,200803,-9999,0.76
43669,200804,-9999,0.11
43669,200805,-9999,0.82
43669,200806,-9999,0.02
43669,200807,-9999,0
43669,200808,-9999,0
43669,200809,-9999,0
43669,200810,-9999,1.03
43669,200811,-9999,3.13
43669,200812,-9999,3.74
43669,200901,-9999,5.27
43669,200902,-9999,7.96
43669,200903,-9999,5.14
43669,200904,-9999,2.19
43669,200905,-9999,2.65
43669,200906,-9999,0.74
43669,200907,-9999,0
43669,200908,-9999,0
43669,200909,-9999,0.07
43669,200910,-9999,4.83
43669,200911,-9999,1.32
43669,200912,-9999,7.41
43669,201001,-9999,8.42
43669,201002,-9999,6.38
43669,201003,-9999,4.66
43669,201004,-9999,7.53
43669,201005,-9999,2.2
43669,201006,-9999,0
43669,201007,-9999,0
43669,201008,-9999,0
43669,201009,-9999,0
43669,201010,-9999,5.11
43669,201011,-9999,7.56
43669,201012,-9999,13.23
43669,201101,-9999,3.65
43669,201102,-9999,5.99
43669,201103,-9999,14.55
43669,201104,-9999,1.23
43669,201105,-9999,3.02
43669,201106,-9999,3.9
43669,201107,-9999,0
43669,201108,-9999,0
43669,201109,-9999,0.1
43669,201110,-9999,1.98
43669,201111,-9999,1.62
43669,201112,-9999,0
43669,201201,-9999,4.62
43669,201202,-9999,0.32
43669,201203,-9999,5.97
43669,201204,-9999,6.45
43669,201205,-9999,0.11
43669,201206,-9999,0.54
43669,201207,-9999,0
43669,201208,-9999,0
43669,201209,-9999,0.02
43669,201210,-9999,0.56
43669,201211,-9999,5.75
43669,201212,-9999,13.82
43669,201301,-7.21,0.98
43669,201302,-6.05,0.88
43669,201303,-4.01,2.12
43669,201304,-2.29,0.9
43669,201305,-1.28,0.62
43669,201306,0.03,0.49
43669,201307,-0.1,0
43669,201308,-0.1,0
43669,201309,-0.45,0.15
43669,201310,-1.43,0.97
43669,201311,-2.7,1.43
43669,201312,-6.08,0.28
43669,201401,-6.76,1.43
43669,201402,-1.61,5.32
43669,201403,-1.43,4.71
43669,201404,-1.45,1.75
43669,201405,-1.71,0.19
43669,201406,-0.39,0.07
43669,201407,-0.07,0.03
43669,201408,-0.08,0.02
43669,201409,0.46,1.06
43669,201410,-2.17,0.23
43669,201411,-1.42,2.71
43669,201412,-1.46,4.91
43669,201501,-8.16,0.03
43669,201502,-3.25,3.68
43669,201503,-5.67,0.47
43669,201504,-0.54,2.66
43669,201505,-0.44,1.46
43669,201506,-0.46,0
43669,201507,0.01,0.11
43669,201509,-0.56,0.03
43669,201510,-1.6,0.8
43669,201511,2.13,6.26
43672,200001,6.21,12.85
43672,200002,8.1,14.4
43672,200003,-2.11,3.64
43672,200004,0.48,3.76
43672,200005,0.96,1.76
43672,200006,0.51,0.87
43672,200007,0.03,0.1
43672,200008,-0.11,0.03
43672,200010,2.4,4.12
43672,200011,-5.27,0.29
43672,200012,-4.3,1.02
43672,200101,0.35,6.99
43672,200102,0.5,6.8
43672,200103,-1.97,3.78
43672,200104,1.19,4.47
43672,200105,-0.8,0
43672,200106,-0.36,0
43672,200107,-0.03,0.04
43672,200108,-0.14,0
43672,200109,-0.26,0.45
43672,200110,-0.49,1.23
43672,200111,0.69,6.25
43672,200112,4.04,9.36
43672,200201,-3.93,3.28
43672,200202,-4.86,2.3
43672,200203,-1.7,4.6
43672,200204,-1.67,1.17
43672,200205,0.13,1.22
43672,200206,-0.39,0.01
43672,200207,-0.12,0
43672,200208,-0.09,0
43672,200209,-0.54,0.13
43672,200210,-1.76,0
43672,200211,1.51,5.84
43672,200212,5.13,10.33
43672,200301,-6.08,1.13
43672,200302,-4.86,2.3
43672,200303,-3.45,2.85
43672,200304,3.49,6.33
43672,200305,0.86,1.95
43672,200306,-0.4,0
43672,200307,0.11,0.23
43672,200308,2.13,2.22
43672,200309,-0.67,0
43672,200310,-1.76,0
43672,200311,-0.09,4.24
43672,200312,-9999,10.87
43672,200401,-3.65,3.56
43672,200402,1.03,8.19
43672,200403,-4.51,1.79
43672,200404,-2.74,0.1
43672,200405,-0.34,0.75
43672,200406,-0.4,0
43672,200407,-0.12,0
43672,200408,-0.09,0
43672,200409,-0.48,0.19
43672,200410,8.15,9.91
43672,200411,-1.54,2.79
43672,200412,2.23,7.43
43672,200501,4.76,11.97
43672,200502,-0.8,6.36
43672,200503,2.72,9.02
43672,200504,-0.54,2.3
43672,200505,2.84,3.93
43672,200507,-0.12,0
43672,200508,-0.01,0.08
43672,200509,0.04,0.71
43672,200510,-0.63,1.13
43672,200511,-2.84,1.49
43672,200512,9.05,14.25
43672,200601,0.8,8.01
43672,200602,-3.12,4.04
43672,200603,-9999,10.48
43672,200604,8.28,11.12
43672,200605,0.8,1.89
43672,200606,-0.4,0
43672,200607,-0.12,0
43672,200608,-0.09,0
43672,200609,-0.52,0.15
43672,200610,0.13,1.89
43672,200611,-2,2.33
43672,200612,-1.59,3.61
43672,200701,-5.54,1.67
43672,200702,-0.32,6.84
43672,200703,-5.35,0.95
43672,200704,-0.1,2.74
43672,200705,-0.25,0.84
43672,200706,-0.4,0
43672,200707,-0.1,0.02
43672,200708,-0.09,0
43672,200709,-0.41,0.26
43672,200710,-0.14,1.62
43672,200801,4.4,11.61
43672,200802,-0.48,6.68
43672,200803,-5.75,0.55
43672,200804,-2.72,0.12
43672,200805,-0.21,0.88
43710,200001,-0.87,0.21
43710,200002,1.06,2.35
43710,200003,0.48,1.56
43710,200004,-0.14,0.19
43710,200005,-0.04,0.25
43710,200006,-0.11,0
43710,200007,-0.37,0
43710,200008,-0.41,0.1
43710,200009,-0.38,0
43710,200010,0,0.15
43710,200011,-0.82,0
43710,200012,-0.93,0
43710,200101,1.21,2.29
43710,200102,1.28,2.57
43710,200103,-0.34,0.74
43710,200104,-0.22,0.11
43710,200105,-0.11,0.18
43710,200106,-0.11,0
43710,200107,0.18,0.55
43710,200108,-0.51,0
43710,200109,-0.38,0
43710,200110,-0.15,0
43710,200111,0.25,1.07
43710,200112,-0.7,0.23
43710,200201,-1.22,0
43710,200202,-1.48,0
43710,200203,-1.34,0
43710,200204,-0.31,0
43710,200205,-0.26,0.08
43710,200206,-0.08,0
43710,200207,-0.35,0
43710,200208,-0.36,0
43710,200209,-0.39,0
43710,200210,-0.15,0
43710,200211,2.98,3.46
43710,200212,1.06,1.93
43710,200301,-1.2,0.02
43710,200302,0.21,1.69
43710,200303,-1.09,0.25
43710,200304,-0.14,0.17
43710,200305,-0.07,0.27
43710,200306,-0.08,0
43710,200307,-0.13,0.22
43710,200308,1.28,1.64
43710,200310,-0.15,0
43710,200311,0.41,0.89
43710,200312,-0.69,0.18
43710,200401,-1.17,0.05
43710,200402,1.31,2.79
43710,200403,-1.11,0.23
43710,200404,-0.17,0.14
43710,200405,-0.34,0
43710,200406,-0.08,0
43710,200407,-0.35,0
43710,200408,-0.02,0.34
43710,200409,-0.39,0
43710,200410,1.1,1.25
43710,200411,-0.13,0.35
43710,200412,1.93,2.8
43710,200501,2.72,3.94
43710,200502,3.01,4.49
43710,200503,-0.96,0.38
43710,200504,0.05,0.36
43710,200505,-0.31,0.03
43710,200506,-0.08,0
43710,200508,0.17,0.53
43710,200509,0.73,1.12
43710,200510,1.01,1.16
43710,200511,-0.48,0
43710,200512,-0.12,0.75
43710,200601,0.43,1.65
43710,200602,-0.69,0.79
43710,200603,-0.56,0.78
43710,200604,0.6,0.91
43710,200605,-0.11,0.23
43710,200606,0.42,0.5
43710,200607,0.04,0.39
43710,200608,-0.36,0
43710,200609,-0.39,0
43710,200610,0.22,0.37
43710,200611,-0.48,0
43710,200612,-0.74,0.13
43710,200701,-1.16,0.06
43710,200702,-1.21,0.27
43710,200704,-0.19,0.12
43710,200705,-0.34,0
43710,200711,-0.48,0
43710,200712,-0.56,0.31
43710,200801,2.92,4.14
43710,200802,-0.48,1
43710,200803,-1.34,0
43710,200804,-0.31,0
43710,200805,-0.33,0.01
43710,200806,-0.08,0
43710,200807,-0.08,0.27
43710,200808,-9999,0.14
43710,200809,-0.39,0
43710,200810,-0.15,0
43710,200811,-0.32,0.16
43710,200812,0.04,0.91
43710,200901,-0.94,0.28
43710,200902,0.21,1.69
43710,200903,-1.22,0.12
43710,200904,-0.31,0
43710,200905,-0.34,0
43710,200906,0.31,0.39
43710,200907,-0.03,0.32
43710,200908,-0.36,0
43710,200909,-0.39,0
43710,200910,0.08,0.23
43710,200911,-0.48,0
43710,200912,0.57,1.44
43710,201001,2.78,4
43710,201002,0.45,1.93
43710,201003,-1.34,0
43710,201004,0.03,0.34
43710,201005,-0.22,0.12
43710,201006,-0.08,0
43710,201007,-0.33,0.02
43710,201008,-0.3,0.06
43710,201009,-9999,0
43710,201010,1.23,1.38
43710,201011,-0.34,0.14
43710,201012,4.05,4.92
43710,201101,-0.96,0.26
43710,201102,-0.45,1.03
43710,201103,0.23,1.57
43710,201104,-0.31,0
43710,201106,-0.08,0
43710,201107,-0.27,0.08
43710,201108,-0.28,0.08
43710,201109,-0.34,0.05
43710,201110,0.16,0.31
43710,201111,-0.04,0.44
43710,201112,-0.63,0.24
43714,200001,2.51,7.53
43714,200002,7.45,11.27
43714,200003,-1.69,2.45
43714,200004,1.15,3.1
43714,200005,1.25,1.72
43714,200006,-0.04,0.18
43714,200007,0.14,0.26
43714,200008,-0.02,0.19
43714,200009,-0.02,0.41
43714,200010,1.74,3.74
43714,200011,-2.47,1.3
43714,200012,-3.48,0.69
43714,200101,0.73,5.75
43714,200102,2.62,6.44
43714,200103,-2.47,1.67
43714,200104,0.24,2.19
43714,200105,-0.45,0.02
43714,200106,-0.1,0.12
43714,200107,0.16,0.28
43714,200108,0.18,0.39
43714,200109,-0.17,0.26
43714,200110,-1.53,0.47
43714,200207,0.02,0.18
43714,200208,-0.06,0.21
43714,200209,-0.27,0.17
43714,200210,-1.65,0.17
43714,200211,-0.83,2.7
43714,200212,4.9,9
43714,200301,-4.21,1.34
43714,200302,-1.45,3.46
43714,200310,-1.6,0.22
43714,200311,-1.26,2.27
43714,200312,4.71,8.81
43714,200401,-2.22,3.33
43714,200402,1.46,6.37
43714,200403,-2.97,1.39
43714,200404,-1.46,0.31
43714,200405,-0.64,0.15
43714,200406,-0.21,0.05
43714,200407,0.18,0.34
43714,200408,0.06,0.33
43714,200409,-0.15,0.29
43714,200410,2.78,4.6
43714,200411,-2.15,1.38
43714,200412,4.56,8.66
43714,200501,0.56,6.11
43714,200502,0.37,5.28
43714,200503,1.16,5.52
43714,200504,-0.08,1.69
43714,200505,1.53,2.32
43714,200506,1.05,1.31
43714,200507,0.07,0.23
43714,200508,-0.23,0.04
43714,200509,-0.29,0.15
43714,200510,-1.25,0.57
43714,200511,-1.64,1.89
43714,200512,5.84,9.94
43714,200601,-0.87,4.68
43714,200602,-9999,2.64
43714,200603,5.14,9.5
43714,200604,3.6,5.37
43714,200605,-0.29,0.5
43714,200606,-0.19,0.07
43714,200607,-0.01,0.15
43714,200608,-9999,0
43714,200609,-0.37,0.07
43714,200610,-1.28,0.54
43714,200611,-1.15,2.38
43714,200612,0.16,4.26
43714,200701,-4.12,1.43
43714,200702,1.12,6.03
43714,200703,-3.45,0.91
43714,200704,0.19,1.96
43714,200705,-0.33,0.46
43714,200706,-0.16,0.1
43714,200707,0.22,0.38
43714,200708,-0.21,0.06
43714,200709,-0.17,0.27
43714,200710,0.35,2.17
43714,200711,-2.45,1.08
43714,200712,-0.38,3.72
43714,200801,3.09,8.64
43714,200802,-1.29,3.62
43714,200803,-4.01,0.35
43714,200804,-1.6,0.17
43714,200805,-0.68,0.11
43714,200806,-0.18,0.08
43714,200807,0.01,0.17
43714,200808,-0.04,0.23
43714,200809,-0.37,0.07
43714,200810,-1.4,0.42
43714,200811,-0.87,2.66
43714,200812,-1.45,2.65
43714,200901,-4.38,1.17
43714,200902,3.85,8.76
43714,200903,-1.7,2.66
43714,200904,-1.36,0.41
43714,200905,0.6,1.39
43714,200906,-0.11,0.15
43714,200907,0.05,0.21
43714,200908,-0.1,0.17
43714,200909,0.09,0.53
43714,200910,1.23,3.05
43714,200911,-3.09,0.44
43714,200912,-1.44,2.66
43714,201001,0.85,6.4
43714,201002,-1.5,3.41
43714,201003,-2.03,2.33
43714,201004,1.82,3.59
43714,201005,1.27,2.06
43714,201006,0.23,0.49
43714,201007,-0.16,0
43714,201008,0.01,0.28
43714,201009,-0.14,0.3
